frame,xmin,xmax,ymin,ymax,class_id,label_name
final 2_mp4-6178_jpg.rf.wJb9rzWfu1iyC7L8bsLv.jpg,320,1047,141,720,3,person
final 2_mp4-2140_jpg.rf.xnaYhgiAAQ4FveGZfzMV.jpg,451,898,231,720,3,person
final 2_mp4-2140_jpg.rf.xnaYhgiAAQ4FveGZfzMV.jpg,756,1158,13,718,3,person
final 2_mp4-5659_jpg.rf.y2p2cdzUL8QaTnm36X61.jpg,407,1037,80,720,3,person
final 2_mp4-6263_jpg.rf.1xdgg2LqSQdmfgWyCCfT.jpg,299,990,136,720,3,person
final 2_mp4-6263_jpg.rf.1xdgg2LqSQdmfgWyCCfT.jpg,1162,1280,198,374,3,person
final 2_mp4-8894_jpg.rf.AUqQFQFGXjuYdiF3nxTo.jpg,348,793,178,707,3,person
final 2_mp4-8894_jpg.rf.AUqQFQFGXjuYdiF3nxTo.jpg,864,1252,0,488,3,person
final 2_mp4-8894_jpg.rf.AUqQFQFGXjuYdiF3nxTo.jpg,448,596,428,594,1,cell phone
final 2_mp4-8894_jpg.rf.AUqQFQFGXjuYdiF3nxTo.jpg,960,1093,366,479,1,cell phone
final 2_mp4-3525_jpg.rf.AdlwXoeOxIhxrbe9VV3u.jpg,408,929,29,720,3,person
final 2_mp4-3525_jpg.rf.AdlwXoeOxIhxrbe9VV3u.jpg,708,969,0,439,3,person
final 2_mp4-3525_jpg.rf.AdlwXoeOxIhxrbe9VV3u.jpg,547,778,552,720,1,cell phone
frame_5560_jpg.rf.DYqZzM3XvtFqFoJQrDJP.jpg,141,528,116,638,3,person
final 2_mp4-7689_jpg.rf.Dd0HSPgCIQ85qa4It7Qx.jpg,0,298,0,693,3,person
final 2_mp4-7689_jpg.rf.Dd0HSPgCIQ85qa4It7Qx.jpg,389,951,159,719,3,person
final 2_mp4-7689_jpg.rf.Dd0HSPgCIQ85qa4It7Qx.jpg,444,545,314,544,1,cell phone
final 2_mp4-0658_jpg.rf.EK0c0Dcx7juBUaKk3Eix.jpg,753,985,285,486,1,cell phone
final 2_mp4-0658_jpg.rf.EK0c0Dcx7juBUaKk3Eix.jpg,559,1060,118,702,3,person
final 2_mp4-0658_jpg.rf.EK0c0Dcx7juBUaKk3Eix.jpg,1050,1280,0,697,3,person
final 2_mp4-7327_jpg.rf.F0uZ7GPgiR2MPUYvX5FN.jpg,500,1003,128,720,3,person
final 2_mp4-7327_jpg.rf.F0uZ7GPgiR2MPUYvX5FN.jpg,670,1280,420,720,2,laptop
final 2_mp4-4565_jpg.rf.GxZ3gVzVVuYZdARLnqmo.jpg,488,1046,16,720,3,person
final 2_mp4-4428_jpg.rf.IwUX1bAPeYHNPyaZK9HQ.jpg,255,982,87,720,3,person
final 2_mp4-4428_jpg.rf.IwUX1bAPeYHNPyaZK9HQ.jpg,955,1200,529,720,1,cell phone
final 2_mp4-2157_jpg.rf.JwIhE0ON4gYb7IAnOtha.jpg,849,1152,0,539,3,person
final 2_mp4-2157_jpg.rf.JwIhE0ON4gYb7IAnOtha.jpg,486,1044,168,720,3,person
final 2_mp4-2157_jpg.rf.JwIhE0ON4gYb7IAnOtha.jpg,560,876,661,720,1,cell phone
final 2_mp4-8122_jpg.rf.OdVsIKGznQegfwiVyfX1.jpg,309,912,175,720,3,person
final 2_mp4-5648_jpg.rf.RrApBmWz8Kdm1ymJOZOz.jpg,398,1053,92,720,3,person
final 2_mp4-5757_jpg.rf.RsuPSHJ9MkL8Jl2yYeYZ.jpg,386,1169,101,720,3,person
final 2_mp4-7094_jpg.rf.TCFjh25VAupGLoDMykCb.jpg,850,1221,0,687,3,person
final 2_mp4-7094_jpg.rf.TCFjh25VAupGLoDMykCb.jpg,398,883,27,720,3,person
final 2_mp4-7094_jpg.rf.TCFjh25VAupGLoDMykCb.jpg,612,766,235,532,1,cell phone
final 2_mp4-6550_jpg.rf.VVMSSCGalcFu4ZA0hIFY.jpg,333,999,115,720,3,person
final 2_mp4-6550_jpg.rf.VVMSSCGalcFu4ZA0hIFY.jpg,360,775,347,506,1,cell phone
final 2_mp4-5901_jpg.rf.avaAvWbV3KbBUpr1p1sA.jpg,0,398,0,720,3,person
final 2_mp4-5901_jpg.rf.avaAvWbV3KbBUpr1p1sA.jpg,460,1042,86,720,3,person
final 2_mp4-0729_jpg.rf.eFlRTuLSV00i8DIG36nQ.jpg,999,1137,211,404,3,person
final 2_mp4-0729_jpg.rf.eFlRTuLSV00i8DIG36nQ.jpg,232,551,86,363,2,laptop
final 2_mp4-0729_jpg.rf.eFlRTuLSV00i8DIG36nQ.jpg,431,838,608,720,1,cell phone
final 2_mp4-0729_jpg.rf.eFlRTuLSV00i8DIG36nQ.jpg,373,645,5,418,3,person
final 2_mp4-0729_jpg.rf.eFlRTuLSV00i8DIG36nQ.jpg,559,1010,2,652,3,person
final 2_mp4-7053_jpg.rf.fx182g53LAEkKz8XzOAI.jpg,404,929,39,720,3,person
final 2_mp4-7053_jpg.rf.fx182g53LAEkKz8XzOAI.jpg,806,996,343,638,1,cell phone
final 2_mp4-7053_jpg.rf.fx182g53LAEkKz8XzOAI.jpg,938,1132,78,553,3,person
final 2_mp4-7053_jpg.rf.fx182g53LAEkKz8XzOAI.jpg,1097,1280,0,646,3,person
final 2_mp4-4330_jpg.rf.hZipOwzLWvAy8fbTh4SM.jpg,348,964,134,720,3,person
final 2_mp4-3505_jpg.rf.hvFHvYC7E0AATDjVGQdk.jpg,0,684,4,410,3,person
final 2_mp4-3505_jpg.rf.hvFHvYC7E0AATDjVGQdk.jpg,501,987,56,720,3,person
final 2_mp4-3505_jpg.rf.hvFHvYC7E0AATDjVGQdk.jpg,808,1104,577,720,1,cell phone
final 2_mp4-4751_jpg.rf.n1fjp77j71uxIaUKlQmm.jpg,535,1122,19,706,3,person
final 2_mp4-3493_jpg.rf.njJcFTJnIuSMzGdyKvqr.jpg,320,618,0,350,3,person
final 2_mp4-3493_jpg.rf.njJcFTJnIuSMzGdyKvqr.jpg,1104,1280,160,717,3,person
final 2_mp4-3493_jpg.rf.njJcFTJnIuSMzGdyKvqr.jpg,443,943,18,720,3,person
final 2_mp4-3493_jpg.rf.njJcFTJnIuSMzGdyKvqr.jpg,644,839,446,626,1,cell phone
final 2_mp4-1693_jpg.rf.oqrY8eaXkuV4gfP2wCPS.jpg,2,144,20,719,3,person
final 2_mp4-4185_jpg.rf.pYm9PAxt4plcaCevMgyP.jpg,298,1102,126,720,3,person
final 2_mp4-1900_jpg.rf.s0M5exgMBiojIzvXARuj.jpg,434,1057,252,720,3,person
final 2_mp4-3879_jpg.rf.tGG2vr5s4FODYZ8h94VL.jpg,307,978,116,720,3,person
frame_4170_jpg.rf.wR9qePBZA8KAgmXXRCKF.jpg,262,502,145,638,3,person
final 2_mp4-6603_jpg.rf.wqaxWYLP9eL06u87tOni.jpg,397,1046,142,720,3,person
final 2_mp4-5845_jpg.rf.yRNuO6HpuUrnqjeEdcNL.jpg,409,972,114,720,3,person
final 2_mp4-5845_jpg.rf.yRNuO6HpuUrnqjeEdcNL.jpg,912,1280,343,720,2,laptop
final 2_mp4-1362_jpg.rf.zWMhffVs3PFpM4Lw45OC.jpg,470,1133,204,720,3,person
final 2_mp4-1362_jpg.rf.zWMhffVs3PFpM4Lw45OC.jpg,756,1024,421,705,1,cell phone
frame_4120_jpg.rf.1TRgFgPQIjayUtGrq4k4.jpg,514,639,284,639,3,person
frame_4120_jpg.rf.1TRgFgPQIjayUtGrq4k4.jpg,231,501,121,638,3,person
final 2_mp4-6301_jpg.rf.1ZFfk51tjEmbG8AskZ91.jpg,322,1028,134,720,3,person
final 2_mp4-7017_jpg.rf.2UCe85vZGC58e147s15D.jpg,659,880,304,586,1,cell phone
final 2_mp4-7017_jpg.rf.2UCe85vZGC58e147s15D.jpg,486,1020,36,702,3,person
final 2_mp4-7017_jpg.rf.2UCe85vZGC58e147s15D.jpg,953,1133,66,546,3,person
final 2_mp4-7017_jpg.rf.2UCe85vZGC58e147s15D.jpg,1028,1280,0,628,3,person
final 2_mp4-8813_jpg.rf.2xrqIMdG7UXRJJk8Yso0.jpg,123,522,225,720,2,laptop
final 2_mp4-8813_jpg.rf.2xrqIMdG7UXRJJk8Yso0.jpg,495,899,183,720,3,person
final 2_mp4-8813_jpg.rf.2xrqIMdG7UXRJJk8Yso0.jpg,997,1280,0,720,3,person
final 2_mp4-7810_jpg.rf.6Qe6Y6quqPRLRVB72XEb.jpg,354,926,161,720,3,person
final 2_mp4-4757_jpg.rf.7FPy9AUgR0eKZUmf0bga.jpg,602,1167,12,720,3,person
final 2_mp4-4757_jpg.rf.7FPy9AUgR0eKZUmf0bga.jpg,1055,1145,222,302,3,person
final 2_mp4-1668_jpg.rf.DwMAKaA2bbBmcD4ZHoAp.jpg,530,1123,233,720,3,person
frame_5620_jpg.rf.EGKbS5BPG76p7kr4yukt.jpg,237,450,173,639,3,person
final 2_mp4-1858_jpg.rf.EqWNBM5xfri5K1Dm8OoE.jpg,533,984,223,720,3,person
final 2_mp4-1858_jpg.rf.EqWNBM5xfri5K1Dm8OoE.jpg,146,601,432,720,2,laptop
final 2_mp4-4031_jpg.rf.IWGbVX6Dhlh5BggYD8oS.jpg,0,296,0,720,3,person
final 2_mp4-4031_jpg.rf.IWGbVX6Dhlh5BggYD8oS.jpg,42,724,206,720,2,laptop
final 2_mp4-4031_jpg.rf.IWGbVX6Dhlh5BggYD8oS.jpg,405,1059,88,720,3,person
final 2_mp4-0584_jpg.rf.IoM6tVqxer7FusfoZ0aV.jpg,444,718,211,709,1,cell phone
final 2_mp4-0584_jpg.rf.IoM6tVqxer7FusfoZ0aV.jpg,533,983,98,720,3,person
final 2_mp4-0584_jpg.rf.IoM6tVqxer7FusfoZ0aV.jpg,976,1280,0,700,3,person
final 2_mp4-8274_jpg.rf.LEKbUtBtSqzkxeK6zggv.jpg,400,925,157,720,3,person
final 2_mp4-1079_jpg.rf.NI9UUSWjIECD8xGWTVO4.jpg,350,1085,212,720,3,person
frame_3910_jpg.rf.NIwP3pQcZMa6IA3b8bsf.jpg,178,475,322,639,2,laptop
frame_3910_jpg.rf.NIwP3pQcZMa6IA3b8bsf.jpg,221,392,187,405,3,person
final 2_mp4-5553_jpg.rf.P70Hsa4IwiqIx53EBWpX.jpg,386,1084,103,720,3,person
final 2_mp4-5798_jpg.rf.Q0l9n7NXmyUlB3iUgRWA.jpg,428,1041,87,720,3,person
final 2_mp4-2255_jpg.rf.Rw5nm6MwzXmIQcJ6cMD0.jpg,562,857,1,229,3,person
final 2_mp4-2255_jpg.rf.Rw5nm6MwzXmIQcJ6cMD0.jpg,495,972,172,623,3,person
final 2_mp4-1811_jpg.rf.a5i5kOlfeMtEuayGnIZI.jpg,327,1059,229,720,3,person
final 2_mp4-1811_jpg.rf.a5i5kOlfeMtEuayGnIZI.jpg,492,1265,180,719,2,laptop
final 2_mp4-1363_jpg.rf.dJ2vENIZcfgFkuzeddX9.jpg,482,1135,209,720,3,person
final 2_mp4-1363_jpg.rf.dJ2vENIZcfgFkuzeddX9.jpg,696,957,421,665,1,cell phone
final 2_mp4-0873_jpg.rf.fbWzIf8eRNvdmw2m0STm.jpg,7,362,2,720,3,person
final 2_mp4-0873_jpg.rf.fbWzIf8eRNvdmw2m0STm.jpg,473,988,227,720,3,person
final 2_mp4-3383_jpg.rf.hj9EgmZDLzkn8JJ6ucrt.jpg,125,555,0,530,3,person
final 2_mp4-3383_jpg.rf.hj9EgmZDLzkn8JJ6ucrt.jpg,425,911,0,675,3,person
final 2_mp4-3383_jpg.rf.hj9EgmZDLzkn8JJ6ucrt.jpg,517,690,335,582,1,cell phone
final 2_mp4-8064_jpg.rf.ja68Fjw17s1XPqgKq78P.jpg,306,866,150,674,3,person
final 2_mp4-4305_jpg.rf.nU6vVSw97a9JNMUUwIbD.jpg,259,1037,102,720,3,person
final 2_mp4-0550_jpg.rf.pbFk4k5UBb7xVilpN5zd.jpg,783,895,366,561,1,cell phone
final 2_mp4-0550_jpg.rf.pbFk4k5UBb7xVilpN5zd.jpg,568,981,223,720,3,person
final 2_mp4-0550_jpg.rf.pbFk4k5UBb7xVilpN5zd.jpg,275,747,1,654,3,person
final 2_mp4-4177_jpg.rf.qRK3UhOqhqxfvyjY67RV.jpg,268,1025,92,720,3,person
frame_3060_jpg.rf.ra1ghhvBnExjOacMDKIP.jpg,203,531,103,639,3,person
frame_3060_jpg.rf.ra1ghhvBnExjOacMDKIP.jpg,426,574,469,639,1,cell phone
final 2_mp4-0652_jpg.rf.rxqWhch0aTh7FgAO9nkJ.jpg,576,700,304,521,1,cell phone
final 2_mp4-0652_jpg.rf.rxqWhch0aTh7FgAO9nkJ.jpg,465,991,147,685,3,person
final 2_mp4-0652_jpg.rf.rxqWhch0aTh7FgAO9nkJ.jpg,1117,1280,0,444,3,person
final 2_mp4-1342_jpg.rf.sUMdiASJDgOefvAwfkFW.jpg,753,991,438,692,1,cell phone
final 2_mp4-1342_jpg.rf.sUMdiASJDgOefvAwfkFW.jpg,494,1078,199,720,3,person
final 2_mp4-8995_jpg.rf.tDKC53Zguv12wUoCcEtm.jpg,378,872,184,720,3,person
final 2_mp4-8995_jpg.rf.tDKC53Zguv12wUoCcEtm.jpg,668,927,439,651,1,cell phone
final 2_mp4-8350_jpg.rf.wfXkLACzCuhrFvN5NUFz.jpg,378,898,138,715,3,person
final 2_mp4-0816_jpg.rf.0Pi5FV7FSd1XvnS6yCHi.jpg,433,948,219,720,3,person
final 2_mp4-6611_jpg.rf.2fChXYmEjLU6zTA10L20.jpg,347,998,90,720,3,person
final 2_mp4-6611_jpg.rf.2fChXYmEjLU6zTA10L20.jpg,0,287,28,702,3,person
final 2_mp4-0383_jpg.rf.2ocUhnZam1kSv3IufWF1.jpg,380,838,234,710,3,person
final 2_mp4-4491_jpg.rf.3m16Irt8RdekWgOhKAwc.jpg,309,1027,93,720,3,person
final 2_mp4-0163_jpg.rf.8Le2i1LNq0jQZTzjsfTn.jpg,1040,1120,199,374,3,person
final 2_mp4-0163_jpg.rf.8Le2i1LNq0jQZTzjsfTn.jpg,453,775,595,720,1,cell phone
final 2_mp4-0163_jpg.rf.8Le2i1LNq0jQZTzjsfTn.jpg,652,1043,12,628,3,person
final 2_mp4-0163_jpg.rf.8Le2i1LNq0jQZTzjsfTn.jpg,507,826,2,523,3,person
final 2_mp4-7399_jpg.rf.B43X8mCxC8Rnzb0bn0Rr.jpg,401,879,114,720,3,person
final 2_mp4-7399_jpg.rf.B43X8mCxC8Rnzb0bn0Rr.jpg,892,1280,385,720,2,laptop
final 2_mp4-2353_jpg.rf.GgDqwwwjZNFiFvsS8COR.jpg,1064,1280,0,459,3,person
final 2_mp4-2353_jpg.rf.GgDqwwwjZNFiFvsS8COR.jpg,351,780,232,720,3,person
final 2_mp4-6815_jpg.rf.IAilKJKVSUh73fOJTdNa.jpg,417,1069,8,713,3,person
final 2_mp4-8236_jpg.rf.J9Vb83fzu06ykgimLFBq.jpg,350,914,159,713,3,person
final 2_mp4-4814_jpg.rf.JpE599N6PJBm98MAP2qB.jpg,1044,1149,221,390,3,person
final 2_mp4-4814_jpg.rf.JpE599N6PJBm98MAP2qB.jpg,356,891,3,704,3,person
final 2_mp4-7076_jpg.rf.L5LqULgsqW55SeZzyoA2.jpg,408,871,42,720,3,person
final 2_mp4-7076_jpg.rf.L5LqULgsqW55SeZzyoA2.jpg,841,1241,0,707,3,person
final 2_mp4-7076_jpg.rf.L5LqULgsqW55SeZzyoA2.jpg,759,1006,349,564,1,cell phone
final 2_mp4-7258_jpg.rf.LaV8Ovm4DYfbgZnBUvnP.jpg,1183,1280,24,633,3,person
final 2_mp4-7258_jpg.rf.LaV8Ovm4DYfbgZnBUvnP.jpg,1024,1134,63,594,3,person
final 2_mp4-7258_jpg.rf.LaV8Ovm4DYfbgZnBUvnP.jpg,0,157,351,720,1,cell phone
final 2_mp4-7258_jpg.rf.LaV8Ovm4DYfbgZnBUvnP.jpg,426,998,53,720,3,person
final 2_mp4-7723_jpg.rf.MBjWbKNeZGwX1oYVDqvq.jpg,394,616,635,719,1,cell phone
final 2_mp4-7723_jpg.rf.MBjWbKNeZGwX1oYVDqvq.jpg,379,879,149,596,3,person
final 2_mp4-8046_jpg.rf.V9JKYOy4TVwQmJyy5ebC.jpg,325,975,146,713,3,person
final 2_mp4-6216_jpg.rf.VqsA7XoldLyQM1J6g8LV.jpg,336,986,134,720,3,person
final 2_mp4-6216_jpg.rf.VqsA7XoldLyQM1J6g8LV.jpg,215,585,515,641,1,cell phone
final 2_mp4-6216_jpg.rf.VqsA7XoldLyQM1J6g8LV.jpg,1065,1280,94,529,3,person
final 2_mp4-6524_jpg.rf.WDINWckN6S9dD39NAbBB.jpg,1085,1264,157,389,1,cell phone
final 2_mp4-6524_jpg.rf.WDINWckN6S9dD39NAbBB.jpg,353,1092,41,720,3,person
final 2_mp4-2131_jpg.rf.WPyMRWVKFOSf7mt8GXY6.jpg,341,848,231,711,3,person
final 2_mp4-2131_jpg.rf.WPyMRWVKFOSf7mt8GXY6.jpg,660,847,375,626,1,cell phone
final 2_mp4-2131_jpg.rf.WPyMRWVKFOSf7mt8GXY6.jpg,840,1149,15,655,3,person
final 2_mp4-1919_jpg.rf.WzZlkBdODD5GOhCL4xDC.jpg,544,976,199,718,3,person
final 2_mp4-0503_jpg.rf.XQ6gCbSrN0eP2RbrsJfT.jpg,340,903,214,720,3,person
final 2_mp4-0503_jpg.rf.XQ6gCbSrN0eP2RbrsJfT.jpg,913,1280,8,685,3,person
frame_2330_jpg.rf.bp0xGyqemyqVOrQlg6Z9.jpg,0,576,157,532,3,person
final 2_mp4-0897_jpg.rf.e3ziGqJbmnMp6ULRthwc.jpg,312,1006,209,720,3,person
final 2_mp4-5313_jpg.rf.h6ndFjBep5jz2LU4V3p6.jpg,413,985,88,720,3,person
final 2_mp4-5313_jpg.rf.h6ndFjBep5jz2LU4V3p6.jpg,1115,1280,97,670,3,person
final 2_mp4-4461_jpg.rf.lZ5lLxipkzyO2SaCsYlo.jpg,324,1017,65,720,3,person
final 2_mp4-2865_jpg.rf.mW3pwNiHOE45CwLdNxHU.jpg,382,1048,9,720,3,person
final 2_mp4-1189_jpg.rf.r6brWmjsBxq3WqDumTg3.jpg,491,1080,204,720,3,person
final 2_mp4-1189_jpg.rf.r6brWmjsBxq3WqDumTg3.jpg,0,283,0,720,3,person
final 2_mp4-7783_jpg.rf.sU5CiLl7DzVImX0lAUla.jpg,353,887,183,720,3,person
final 2_mp4-7783_jpg.rf.sU5CiLl7DzVImX0lAUla.jpg,670,780,377,583,1,cell phone
final 2_mp4-4995_jpg.rf.vyl5tDmZ3OPIUNHVSVU8.jpg,20,836,60,720,3,person
final 2_mp4-4995_jpg.rf.vyl5tDmZ3OPIUNHVSVU8.jpg,1172,1280,119,720,3,person
final 2_mp4-1504_jpg.rf.wySenPs6U8RPmu0yBdLn.jpg,403,1113,216,720,3,person
final 2_mp4-1504_jpg.rf.wySenPs6U8RPmu0yBdLn.jpg,0,119,127,720,3,person
final 2_mp4-2549_jpg.rf.xaRQsYXVnHDXAMtErxPj.jpg,447,1063,9,720,3,person
final 2_mp4-2549_jpg.rf.xaRQsYXVnHDXAMtErxPj.jpg,769,1182,509,720,1,cell phone
final 2_mp4-0303_jpg.rf.zgsU6UbMSH3y9d0Vdho3.jpg,1024,1151,208,388,3,person
final 2_mp4-0303_jpg.rf.zgsU6UbMSH3y9d0Vdho3.jpg,455,973,26,714,3,person
final 2_mp4-0303_jpg.rf.zgsU6UbMSH3y9d0Vdho3.jpg,361,580,143,505,1,cell phone
final 2_mp4-8422_jpg.rf.2Bkmyro5eyftzr4WHyl6.jpg,367,821,148,711,3,person
final 2_mp4-5983_jpg.rf.3PwpwVWOl7IS3lKXOOEH.jpg,0,331,0,720,3,person
final 2_mp4-5983_jpg.rf.3PwpwVWOl7IS3lKXOOEH.jpg,23,290,453,698,1,cell phone
final 2_mp4-5983_jpg.rf.3PwpwVWOl7IS3lKXOOEH.jpg,445,1020,98,720,3,person
final 2_mp4-5983_jpg.rf.3PwpwVWOl7IS3lKXOOEH.jpg,983,1280,0,720,3,person
final 2_mp4-5983_jpg.rf.3PwpwVWOl7IS3lKXOOEH.jpg,906,1122,648,720,1,cell phone
final 2_mp4-7627_jpg.rf.4dcdAIQmiDKCGJH7ZgHA.jpg,486,900,19,306,3,person
final 2_mp4-8317_jpg.rf.6mEjzNwmMK2CifKkrlEr.jpg,354,859,160,681,3,person
frame_3210_jpg.rf.7babiBsKjok8pmmClS5f.jpg,187,531,320,639,2,laptop
frame_3210_jpg.rf.7babiBsKjok8pmmClS5f.jpg,263,465,76,396,3,person
final 2_mp4-0558_jpg.rf.81THXqlk54KQ68tqT5lj.jpg,658,756,329,552,1,cell phone
final 2_mp4-0558_jpg.rf.81THXqlk54KQ68tqT5lj.jpg,535,986,187,717,3,person
final 2_mp4-0558_jpg.rf.81THXqlk54KQ68tqT5lj.jpg,382,893,3,580,3,person
final 2_mp4-7197_jpg.rf.C7kXeLIzCuFOFc5r9aAW.jpg,847,1217,0,686,3,person
final 2_mp4-7197_jpg.rf.C7kXeLIzCuFOFc5r9aAW.jpg,475,907,46,712,3,person
final 2_mp4-7197_jpg.rf.C7kXeLIzCuFOFc5r9aAW.jpg,314,531,28,396,1,cell phone
final 2_mp4-8835_jpg.rf.D4mJX6nks2Cza8zpN4tw.jpg,335,773,162,720,3,person
final 2_mp4-8835_jpg.rf.D4mJX6nks2Cza8zpN4tw.jpg,756,1206,4,717,3,person
final 2_mp4-7798_jpg.rf.Dq4s7ceVBsjlZ2UXCPC1.jpg,669,815,395,579,1,cell phone
final 2_mp4-7798_jpg.rf.Dq4s7ceVBsjlZ2UXCPC1.jpg,340,884,185,719,3,person
final 2_mp4-1357_jpg.rf.HcQ6KaKt6MUe3qWtHlVz.jpg,836,1058,422,686,1,cell phone
final 2_mp4-1357_jpg.rf.HcQ6KaKt6MUe3qWtHlVz.jpg,485,1140,192,720,3,person
final 2_mp4-7297_jpg.rf.J7UAjnA1Nvl99F9QHYv0.jpg,533,1204,0,720,3,person
final 2_mp4-7297_jpg.rf.J7UAjnA1Nvl99F9QHYv0.jpg,476,822,636,720,1,cell phone
final 2_mp4-8952_jpg.rf.NlGVfdL4LgkeocUyG2hJ.jpg,369,770,171,688,3,person
final 2_mp4-8952_jpg.rf.NlGVfdL4LgkeocUyG2hJ.jpg,489,636,401,601,1,cell phone
frame_210_jpg.rf.PFlK5hiVYv43nkVyqDA8.jpg,177,423,65,638,3,person
frame_210_jpg.rf.PFlK5hiVYv43nkVyqDA8.jpg,410,637,342,639,2,laptop
frame_210_jpg.rf.PFlK5hiVYv43nkVyqDA8.jpg,130,348,216,639,1,cell phone
frame_370_jpg.rf.RXLh4ih6bkgD4pSLw5Qw.jpg,0,570,179,549,3,person
frame_0_jpg.rf.SfAmqI6M90dxla9SBtyr.jpg,180,466,139,638,3,person
final 2_mp4-2033_jpg.rf.TLUkQGYS5EHt7sPcyiwE.jpg,357,829,201,720,3,person
final 2_mp4-2033_jpg.rf.TLUkQGYS5EHt7sPcyiwE.jpg,1053,1280,196,720,3,person
final 2_mp4-8131_jpg.rf.V9nXOPCBTayvnwOwpAJg.jpg,310,733,126,656,3,person
final 2_mp4-8131_jpg.rf.V9nXOPCBTayvnwOwpAJg.jpg,759,1129,37,629,3,person
frame_3600_jpg.rf.XUkrB1Vlk99qbVU3qxCv.jpg,113,411,118,639,3,person
frame_3600_jpg.rf.XUkrB1Vlk99qbVU3qxCv.jpg,366,530,49,342,1,cell phone
final 2_mp4-7829_jpg.rf.XXsXejhkGuXrOWqXWisK.jpg,325,943,195,720,3,person
final 2_mp4-7829_jpg.rf.XXsXejhkGuXrOWqXWisK.jpg,475,631,405,623,1,cell phone
final 2_mp4-4903_jpg.rf.cofSBAkbwzgHTS3Yd8My.jpg,272,903,78,720,3,person
final 2_mp4-4903_jpg.rf.cofSBAkbwzgHTS3Yd8My.jpg,421,813,193,720,1,cell phone
final 2_mp4-4109_jpg.rf.daov7ZttAdUWth61Lfoi.jpg,261,1034,116,720,3,person
final 2_mp4-3867_jpg.rf.eEVJvsDsPrZdVDPbBIK2.jpg,258,1089,129,720,3,person
final 2_mp4-8910_jpg.rf.iw53bBXN6ztF27fPNYw5.jpg,684,823,357,608,1,cell phone
final 2_mp4-8910_jpg.rf.iw53bBXN6ztF27fPNYw5.jpg,411,813,188,712,3,person
final 2_mp4-2603_jpg.rf.jr9v5rjktOkKX75ly7I0.jpg,396,998,0,720,3,person
final 2_mp4-2603_jpg.rf.jr9v5rjktOkKX75ly7I0.jpg,707,899,143,519,1,cell phone
final 2_mp4-6886_jpg.rf.lXc3l84CdeLtxMF9rtZk.jpg,790,1108,513,716,1,cell phone
final 2_mp4-6886_jpg.rf.lXc3l84CdeLtxMF9rtZk.jpg,381,1014,9,705,3,person
final 2_mp4-7877_jpg.rf.nRA01B8bhTqfGsrol8JE.jpg,504,673,422,665,1,cell phone
final 2_mp4-7877_jpg.rf.nRA01B8bhTqfGsrol8JE.jpg,316,882,172,720,3,person
frame_3480_jpg.rf.pq5ZwtF5hnqavDQvpsZO.jpg,182,465,207,639,3,person
frame_3480_jpg.rf.pq5ZwtF5hnqavDQvpsZO.jpg,517,639,355,611,3,person
final 2_mp4-8113_jpg.rf.vUsa8z08UTtw6d39rqTs.jpg,241,831,159,702,3,person
final 2_mp4-2566_jpg.rf.wMNEyCroy2f4k0OuD1k0.jpg,502,1046,0,720,3,person
final 2_mp4-2566_jpg.rf.wMNEyCroy2f4k0OuD1k0.jpg,553,963,470,720,1,cell phone
final 2_mp4-2244_jpg.rf.zK7LH7bMNS6INIlHbi0e.jpg,484,967,182,720,3,person
final 2_mp4-2244_jpg.rf.zK7LH7bMNS6INIlHbi0e.jpg,751,1003,17,471,3,person
final 2_mp4-5923_jpg.rf.1hYkgTUqk1uZnB5CLBe0.jpg,351,550,506,720,1,cell phone
final 2_mp4-5923_jpg.rf.1hYkgTUqk1uZnB5CLBe0.jpg,413,1083,91,720,3,person
final 2_mp4-5923_jpg.rf.1hYkgTUqk1uZnB5CLBe0.jpg,0,362,0,720,3,person
final 2_mp4-5328_jpg.rf.2yCsQM5E8wSN4nxwdsoM.jpg,898,1239,88,379,2,laptop
final 2_mp4-5328_jpg.rf.2yCsQM5E8wSN4nxwdsoM.jpg,826,1140,1,609,3,person
final 2_mp4-5328_jpg.rf.2yCsQM5E8wSN4nxwdsoM.jpg,391,925,113,717,3,person
final 2_mp4-5328_jpg.rf.2yCsQM5E8wSN4nxwdsoM.jpg,0,274,0,699,3,person
final 2_mp4-3085_jpg.rf.3bxkmJlg29vvwDVCs7sf.jpg,502,1065,128,720,3,person
final 2_mp4-3085_jpg.rf.3bxkmJlg29vvwDVCs7sf.jpg,3,267,0,720,3,person
final 2_mp4-3085_jpg.rf.3bxkmJlg29vvwDVCs7sf.jpg,563,624,340,540,1,cell phone
final 2_mp4-8907_jpg.rf.5W4Ynomap6Q2YqhsqCWf.jpg,437,832,176,715,3,person
final 2_mp4-8907_jpg.rf.5W4Ynomap6Q2YqhsqCWf.jpg,720,871,345,601,1,cell phone
final 2_mp4-1495_jpg.rf.69jMnu6U8oRXJ20ix55e.jpg,417,1033,182,720,3,person
final 2_mp4-3074_jpg.rf.6DQDOzDptErCCbbANDCj.jpg,7,352,0,703,3,person
final 2_mp4-3074_jpg.rf.6DQDOzDptErCCbbANDCj.jpg,649,1141,9,720,3,person
final 2_mp4-3074_jpg.rf.6DQDOzDptErCCbbANDCj.jpg,616,758,295,572,1,cell phone
final 2_mp4-1523_jpg.rf.7Y1hNVd8XiigUgxS5bui.jpg,496,1053,245,720,3,person
